,time,gait,r,p,y,x,y,z,wx,wy,wz,vx,vy,vz
0,1620217415.145121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1620217415.1971033,0.0,0.022241642698645592,-0.0336550809442997,0.007808128371834755,0.0,0.0,0.0,-0.004110429435968399,-0.0044626095332205296,-0.009415339678525925,0.0,0.0,0.0
2,1620217415.2130396,0.0,0.022202668711543083,-0.033702049404382706,0.00780477374792099,-1.4525925623481983e-05,4.48267096773286e-06,0.2633640855036868,0.00015062850434333086,-0.0044626095332205296,-0.0019584884867072105,-0.0015624893685090395,0.0004821810266110791,3.0013089149751263e-05
3,1620217415.22162,0.0,0.02217227593064308,-0.033662959933280945,0.007800105959177017,-4.544684135181221e-06,1.7860114707418662e-05,0.263362094981208,-0.001979900524020195,0.004059506114572287,0.0023025693371891975,-0.00024802595631882705,0.0009747150513673319,-9.34051059107061e-05
4,1620217415.231808,0.0,0.022172454744577408,-0.033659882843494415,0.0078085921704769135,-6.453003340671504e-06,1.615212482497519e-05,0.263360421007972,-0.001979900524020195,-0.0023320806212723255,0.0001720404252409935,-0.00022634479355560262,0.0005665500490214984,-0.00011874850431676514
5,1620217415.241969,0.0,0.02215220220386982,-0.033646777272224426,0.007806703448295593,2.262704987494868e-06,2.0722650455565206e-05,0.263362776303706,-0.007306222803890705,0.0029942416585981846,-0.0019584884867072105,5.850191141852165e-05,0.0005357811416019662,-2.6635119931462055e-05
6,1620217415.251846,0.0,0.022155005484819412,-0.03363334760069847,0.007801702246069908,6.070167002533711e-06,2.088268571245888e-05,0.26336124359922164,-0.0009146359516307712,-0.0023320806212723255,-0.0008932240307331085,0.000528201345694647,0.0004205899640708742,-7.288264769838784e-05
7,1620217415.2618523,0.0,0.022156082093715668,-0.03366986662149429,0.0077668000012636185,-2.478954099376096e-06,1.9605691973657857e-05,0.26336381723925495,0.007607479579746723,-0.006593138445168734,0.0012373048812150955,5.138084049657874e-05,4.3417690374111944e-05,4.283767214045823e-05
8,1620217415.2719443,0.0,0.02217974327504635,-0.033698614686727524,0.0077791474759578705,-1.0593964654269372e-05,1.3293571248011726e-05,0.2633632294503221,0.005476950667798519,-0.005527873989194632,0.004433098249137402,-0.00010323860886771436,-7.126680794878718e-05,7.001748129206817e-05
9,1620217415.2818592,0.0,0.02215338684618473,-0.03370312601327896,0.00777064636349678,-1.4291971869882791e-05,2.0128788010928544e-05,0.26336137640325935,-0.0009146359516307712,-0.009788932278752327,0.006563627161085606,-0.0004152757268805377,-1.489709889768322e-05,-3.511664290167945e-05
10,1620217415.2919097,0.0,0.022160841152071953,-0.03371349349617958,0.0077555496245622635,-1.3758999892747592e-05,2.1175980010820772e-05,0.2633631454733131,0.00015062850434333086,-0.0012668162817135453,0.0012373048812150955,-0.0004953015717619178,7.3260327947525845e-06,4.750583984474108e-05
11,1620217415.3018918,0.0,0.022144615650177002,-0.033719826489686966,0.007728654891252518,-1.4753778295642506e-05,2.544808888333555e-05,0.2633627260958916,-0.0009146359516307712,0.004059506114572287,-0.0019584884867072105,-0.00030685809443194314,0.0001460539681834365,-2.727747199225021e-05
12,1620217415.3118799,0.0,0.022154711186885834,-0.0336868092417717,0.007758157327771187,-9.664133652331763e-06,1.9832669255287483e-05,0.26336261678171324,-0.0009146359516307712,-0.0002015518257394433,-0.0008932240307331085,2.3308454352716757e-05,0.0001639182465339601,-1.5358014814379535e-05
13,1620217415.3219442,0.0,0.022148393094539642,-0.0336962454020977,0.007752370089292526,-1.1998949173697149e-05,2.528677194217621e-05,0.26336275318287805,0.00015062850434333086,-0.010854196734726429,-0.005154281854629517,5.724680075178554e-05,0.00012877241855661993,3.437219729310296e-05
14,1620217415.3318532,0.0,0.02218789793550968,-0.03369196876883507,0.007753267884254456,-7.95219980039008e-06,1.0047378258007389e-05,0.26336585402883295,0.002281157299876213,0.0008637126302346587,-0.005154281854629517,0.00014550143290862944,-0.0002788502231090996,6.786848229412694e-05
15,1620217415.3418636,0.0,0.022157959640026093,-0.03367774188518524,0.007767288014292717,-4.748335332351028e-06,2.1100938410928416e-05,0.2633619780392921,-0.004110429435968399,-0.0044626095332205296,-0.0030237529426813126,0.0002504557791493411,-0.0001088176668080255,-1.8725317725800684e-05
16,1620217415.3518944,0.0,0.02214009128510952,-0.03366295248270035,0.007769731804728508,-8.381218000522161e-07,2.6733811319866463e-05,0.26336262781506176,0.003346421755850315,-0.0044626095332205296,-0.0030237529426813126,0.0002207979053803144,0.00017264396854367096,2.7601823809971163e-07
